6.0,1.3,4.8,8.8,Paxillus-involutus
8.7,1.6,4.8,8.0,Paxillus-involutus
8.8,1.4,4.8,8.8,Paxillus-involutus
8.8,1.4,4.7,8.0,Paxillus-involutus
8.8,1.7,4.3,8.1,Paxillus-involutus
6.0,1.7,8.8,8.6,Paxillus-involutus
8.4,4.0,4.8,8.8,Paxillus-involutus
6.0,4.4,4.8,8.6,Paxillus-involutus
6.7,4.8,4.7,8.8,Paxillus-involutus
6.4,1.4,4.4,8.4,Paxillus-involutus
8.6,4.0,4.8,8.4,Paxillus-involutus
8.8,1.8,4.0,8.4,Paxillus-involutus
8.8,1.6,4.4,8.1,Paxillus-involutus
6.8,4.0,4.6,8.4,Paxillus-involutus
8.8,1.6,4.0,8.1,Paxillus-involutus
8.0,1.4,4.4,8.0,Paxillus-involutus
8.6,1.7,4.1,8.4,Paxillus-involutus
8.7,4.0,4.1,8.1,Paxillus-involutus
8.7,1.3,4.1,8.4,Paxillus-involutus
6.1,1.3,4.4,8.4,Paxillus-involutus
8.8,1.8,4.0,8.8,Paxillus-involutus
8.7,1.8,4.8,8.4,Paxillus-involutus
6.4,4.4,6.0,1.8,Russula-claroflava
8.8,1.7,8.8,8.3,Russula-claroflava
7.8,4.0,8.3,1.8,Russula-claroflava
6.4,1.3,8.6,8.8,Russula-claroflava
6.8,4.0,8.8,1.1,Russula-claroflava
7.6,4.0,6.6,1.8,Russula-claroflava
4.3,1.8,4.8,8.7,Russula-claroflava
7.4,1.3,6.4,8.8,Russula-claroflava
6.7,1.8,8.8,8.8,Russula-claroflava
7.1,4.6,6.8,1.8,Russula-claroflava
6.8,4.1,8.8,1.0,Russula-claroflava
6.4,1.7,8.4,8.3,Russula-claroflava
6.8,4.0,8.8,1.8,Russula-claroflava
8.7,1.8,8.0,1.0,Russula-claroflava
8.8,1.8,8.8,1.4,Russula-claroflava
6.4,4.1,8.4,1.4,Russula-claroflava
6.8,4.0,8.8,8.8,Russula-claroflava
7.7,4.8,6.7,1.1,Russula-claroflava
7.7,1.6,6.3,1.4,Russula-claroflava
6.0,1.1,8.0,8.8,Russula-claroflava
6.3,4.1,8.7,1.4,Russula-claroflava
8.6,1.8,4.3,1.0,Russula-claroflava
7.7,1.8,6.7,1.0,Russula-claroflava
6.4,1.7,4.3,8.8,Russula-claroflava
6.7,4.4,8.7,1.8,Russula-claroflava
7.1,4.1,6.0,8.8,Russula-claroflava
6.1,1.8,4.8,8.8,Russula-claroflava
6.8,4.0,4.3,8.8,Russula-claroflava
6.4,1.8,8.6,1.8,Russula-claroflava
7.1,4.0,8.8,8.6,Russula-claroflava
7.4,1.8,6.8,8.3,Russula-claroflava
7.3,4.8,6.4,1.0,Russula-claroflava
6.4,1.8,8.6,1.1,Russula-claroflava
6.4,1.8,8.8,8.8,Russula-claroflava
6.8,1.6,8.6,8.4,Russula-claroflava
7.7,4.0,6.8,1.4,Russula-claroflava
6.4,4.4,8.6,1.4,Russula-claroflava
6.4,4.8,8.8,8.8,Russula-claroflava
6.0,4.0,4.8,8.8,Russula-claroflava
6.3,4.8,8.4,1.8,Russula-claroflava
6.7,4.8,8.6,1.4,Russula-claroflava
6.3,4.8,8.8,1.4,Russula-claroflava
8.8,1.7,8.8,8.3,Russula-claroflava
6.8,4.1,8.3,1.4,Russula-claroflava
6.7,4.4,8.7,1.8,Russula-claroflava
6.7,4.0,8.1,1.4,Russula-claroflava
6.4,1.8,8.0,8.3,Russula-claroflava
6.8,4.0,8.1,1.0,Russula-claroflava
6.1,4.4,8.4,1.4,Russula-claroflava
8.3,4.0,8.8,8.8,Russula-claroflava

